"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","374463","Schenectady","Schenectady","12306",,"National Grid","05/14/2019","$7,209.00","Oil",,"2,962","1","Home Performance","Single Family","Building Shell","0.00","27.00","$580.00"," Schenectady NY 12306 (42.787655, -73.97179)"
"06/30/2023","388200","Onondaga","Syracuse","13207","National Grid","National Grid","02/25/2019","$6,422.00","Natural Gas",,"1,275","1","Home Performance","Single Family","Building Shell","494.00","36.00","$401.00"," Syracuse NY 13207 (43.0200289, -76.1626311)"
"06/30/2023","365708","Suffolk","Yaphank","11980",,"Long Island Power Authority","10/31/2018","$2,145.00","Oil","1981","1,251","1","Home Performance","Single Family","Building Shell","0.00","16.00","$375.00"," Yaphank NY 11980 (40.8506173, -72.9041551)"
"06/30/2023","355301","Jefferson","Theresa","13691",,"National Grid","06/28/2018","$4,454.00","Propane","1976","910","1","Home Performance","Mobile","Building Shell","477.00","18.00","$513.00"," Theresa NY 13691 (44.21656, -75.79918)"
"06/30/2023","408915","Onondaga","Liverpool","13088","National Grid","National Grid","08/22/2019","$2,266.00","Natural Gas","1967","1,016","1","Home Performance","Single Family","Building Shell","1,374.00","10.00","$229.00"," Liverpool NY 13088 (43.1058023, -76.2025329)"
"06/30/2023","402443","Monroe","Rochester","14624","Rochester Gas & Electric","Rochester Gas & Electric","06/21/2019","$4,978.00","Natural Gas","1966","1,560","1","Home Performance","Single Family","Building Shell","764.00","23.00","$265.00"," Rochester NY 14624 (43.1094664, -77.7448848)"
"06/30/2023","365013","Sullivan","Liberty","12754",,"New York State Electric & Gas","11/09/2018","$7,478.00","Kerosene","1971","Report SF less than 800","1","Home Performance","Mobile","Building Shell","510.00","30.00","$710.00"," Liberty NY 12754 (41.805105, -74.744745)"
"06/30/2023","320354","Oneida","Utica","13501","National Grid","National Grid","05/04/2018","$6,035.00","Natural Gas",,"1,160","1","Home Performance","Single Family","Building Shell","2,050.00","25.00","$511.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","328039","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","05/22/2018","$6,362.00","Natural Gas",,"1,486","1","Home Performance","Single Family","Building Shell","0.00","38.00","$376.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","383902","Monroe","Rochester","14605","Rochester Gas & Electric","Rochester Gas & Electric","12/20/2018","$1,027.00","Natural Gas","1953","1,264","1","Home Performance","Single Family","Heating and Cooling","510.00","0.00","$59.00"," Rochester NY 14605 (43.165635, -77.59645)"
"06/30/2023","320355","Monroe","Hamlin","14464","Rochester Gas & Electric","National Grid","04/06/2018","$3,704.00","Natural Gas","1978","1,228","1","Home Performance","Single Family","Building Shell","510.00","20.00","$257.00"," Hamlin NY 14464 (43.2885292, -77.9161451)"
"06/30/2023","349247","Jefferson","La Fargeville","13656",,"National Grid","04/27/2018","$3,428.00","Propane","1991","1,232","1","Home Performance","Single Family","Building Shell","485.00","20.00","$522.00"," La Fargeville NY 13656 (44.19553, -75.965465)"
"06/30/2023","347858","Monroe","Rochester","14609","Rochester Gas & Electric","Rochester Gas & Electric","04/27/2018","$6,992.00","Natural Gas","1941","1,232","1","Home Performance","Single Family","Building Shell","510.00","67.00","$717.00"," Rochester NY 14609 (43.165865, -77.56504)"
"06/30/2023","361505","Chautauqua","Jamestown","14701","National Fuel Gas Distribution","Municipal","04/08/2019","$4,373.00","Natural Gas","1903","1,202","1","Home Performance","Single Family","Building Shell","0.00","39.00","$371.00"," Jamestown NY 14701 (42.099115, -79.238355)"
"06/30/2023","348955","Cayuga","Auburn","13021","New York State Electric & Gas","New York State Electric & Gas","01/21/2019","$4,308.00","Natural Gas","1965","942","1","Home Performance","Single Family","Building Shell","0.00","25.00","$260.00"," Auburn NY 13021 (42.9355, -76.56687)"
"06/30/2023","348328","Onondaga","Syracuse","13219","National Grid","National Grid","07/26/2018","$3,655.00","Natural Gas","1954","1,248","1","Home Performance","Single Family","Building Shell","368.00","21.00","$239.00"," Syracuse NY 13219 (43.045125, -76.24271)"
"06/30/2023","365512","Monroe","Hilton","14468","Rochester Gas & Electric","Rochester Gas & Electric","08/09/2018","$681.00","Natural Gas","1993","1,518","1","Home Performance","Single Family","Building Shell","301.00","2.00","$54.00"," Hilton NY 14468 (43.289475, -77.78763)"
"06/30/2023","395315","Onondaga","Syracuse","13207","National Grid","National Grid","06/13/2019","$4,728.00","Natural Gas",,"994","1","Home Performance","Single Family","Building Shell","0.00","30.00","$250.00"," Syracuse NY 13207 (43.0200289, -76.1626311)"
"06/30/2023","336063","Monroe","Rochester","14613","Rochester Gas & Electric","Rochester Gas & Electric","04/20/2018","$5,535.00","Natural Gas",,"1,651","1","Home Performance","Single Family","Building Shell","0.00","46.00","$457.00"," Rochester NY 14613 (43.179715, -77.63689)"
"06/30/2023","393552","Onondaga","Syracuse","13207","National Grid","National Grid","03/11/2019","$6,245.00","Natural Gas",,"1,600","1","Home Performance","Single Family","Building Shell","510.00","18.00","$232.00"," Syracuse NY 13207 (43.0200289, -76.1626311)"
"06/30/2023","369514","Ontario","Clifton Springs","14432","New York State Electric & Gas","New York State Electric & Gas","12/10/2018","$4,400.00","Natural Gas","1986","980","1","Home Performance","Mobile","Building Shell","710.00","29.00","$374.00"," Clifton Springs NY 14432 (42.96328, -77.13683)"
"06/30/2023","365320","Oneida","Rome","13440",,"National Grid","10/01/2018","$7,009.00","Kerosene","1978","924","1","Home Performance","Mobile","Building Shell","1,318.00","26.00","$636.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","375093","Onondaga","Baldwinsville","13027","National Grid","National Grid","03/07/2019","$8,272.00","Natural Gas","1989","1,175","1","Home Performance","Mobile","Building Shell","8,090.00","15.00","$1,268.00"," Baldwinsville NY 13027 (43.18518, -76.29835)"
"06/30/2023","404530","Orleans","Albion","14411",,"National Grid","07/19/2019","$2,015.00","Oil",,"1,636","1","Home Performance","Single Family","Building Shell","0.00","6.00","$175.00"," Albion NY 14411 (43.243405, -78.193475)"
"06/30/2023","335494","Otsego","Unadilla","13849",,"New York State Electric & Gas","06/20/2018","$3,769.00","Kerosene","1993","1,566","1","Home Performance","Mobile","Building Shell","510.00","13.00","$327.00"," Unadilla NY 13849 (42.3264797, -75.3161649)"
"06/30/2023","350249","Oneida","Remsen","13438",,"National Grid","01/28/2019","$5,275.00","Wood","2013","1,508","1","Home Performance","Single Family","Building Shell","510.00","14.00","$524.00"," Remsen NY 13438 (43.3244276, -75.1890252)"
"06/30/2023","320577","Oneida","Utica","13501","National Grid","National Grid","02/06/2018","$4,743.00","Natural Gas",,"1,610","1","Home Performance","Single Family","Building Shell","2,117.00","15.00","$437.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","352149","Erie","Buffalo","14207","National Fuel Gas Distribution","National Grid","10/11/2018","$1,813.00","Natural Gas","1926","2,492","1","Home Performance","Single Family","Building Shell","0.00","5.00","$44.00"," Buffalo NY 14207 (42.945525, -78.887125)"
"06/30/2023","353939","Monroe","Rochester","14624","Rochester Gas & Electric","Rochester Gas & Electric","07/09/2018","$1,346.00","Natural Gas","1996","1,720","1","Home Performance","Single Family","Building Shell","510.00","11.00","$160.00"," Rochester NY 14624 (43.1094664, -77.7448848)"
"06/30/2023","330764","Washington","Granville","12832",,"New York State Electric & Gas","03/02/2018","$4,179.00","Oil","1921","1,533","1","Home Performance","Single Family","Building Shell","1,185.00","17.00","$484.00"," Granville NY 12832 (43.40284, -73.264795)"
"06/30/2023","338867","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","06/11/2018","$6,149.00","Natural Gas","1966","1,353","1","Home Performance","Single Family","Building Shell","708.00","35.00","$423.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","319980","Erie","Buffalo","14209","National Fuel Gas Distribution","National Grid","08/20/2019","$257.00","Natural Gas",,"1,122","1","Electric Reduction","Single Family","Building Shell","54.00","1.00","$10.00"," Buffalo NY 14209 (42.915345, -78.865325)"
"06/30/2023","386664","Erie","Hamburg","14075","National Fuel Gas Distribution","National Grid","08/05/2019","$5,849.00","Natural Gas",,"812","1","Home Performance","Mobile","Building Shell","0.00","25.00","$186.00"," Hamburg NY 14075 (42.7214743, -78.8290294)"
"06/30/2023","391037","Erie","Buffalo","14211","National Fuel Gas Distribution","National Grid","03/14/2019","$2,032.00","Natural Gas",,"1,408","1","Home Performance","Single Family","Building Shell","443.00","5.00","$80.00"," Buffalo NY 14211 (42.90832, -78.83677)"
"06/30/2023","405247","Bronx","The Bronx","10458",,"Consolidated Edison","06/03/2019","$601.00","Oil","1927","1,000","1","Home Performance","Single Family","Building Shell","494.00","1.00","$123.00"," The Bronx NY 10458 (40.860615, -73.889285)"
"06/30/2023","353254","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","06/25/2018","$1,998.00","Natural Gas",,"2,144","1","Home Performance","Single Family","Building Shell","0.00","13.00","$129.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","328065","Rensselaer","Mechanicville","12118",,"New York State Electric & Gas","06/11/2018","$6,221.00","Oil","1971","3,296","1","Home Performance","Single Family","Building Shell","1,120.00","15.00","$452.00"," Mechanicville NY 12118 (42.9054478, -73.6917352)"
"06/30/2023","353545","Queens","Queens","11369","National Grid","Consolidated Edison","06/14/2018","$5,703.00","Natural Gas","1938","1,732","1","Home Performance","Single Family","Building Shell","1,143.00","46.00","$1,069.00"," Queens NY 11369 (40.764105, -73.874425)"
"06/30/2023","407143","Erie","Buffalo","14211","National Fuel Gas Distribution","National Grid","05/31/2019","$7,998.00","Natural Gas","1921","1,962","1","Home Performance","Single Family","Building Shell","343.00","64.00","$508.00"," Buffalo NY 14211 (42.90832, -78.83677)"
"06/30/2023","369869","Wayne","Sodus Point","14555","Rochester Gas & Electric","Rochester Gas & Electric","12/03/2018","$3,275.00","Natural Gas","1871","1,634","1","Home Performance","Single Family","Building Shell","510.00","24.00","$812.00"," Sodus Point NY 14555 (43.27118, -76.983875)"
"06/30/2023","388826","Chautauqua","Silver Creek","14136","National Fuel Gas Distribution","New York State Electric & Gas","04/22/2019","$4,412.00","Natural Gas",,"1,326","1","Home Performance","Single Family","Building Shell","510.00","25.00","$313.00"," Silver Creek NY 14136 (42.5438212, -79.1645698)"
"06/30/2023","413357","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","06/17/2019","$5,016.00","Natural Gas",,"Report SF less than 800","1","Home Performance","Single Family","Building Shell","259.00","36.00","$326.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","351407","Chenango","Bainbridge","13733",,"New York State Electric & Gas","07/13/2018","$6,174.00","Oil","1921","2,952","1","Home Performance","Single Family","Building Shell","510.00","31.00","$721.00"," Bainbridge NY 13733 (42.29541, -75.481205)"
"06/30/2023","353566","Queens","Queens","11429","National Grid","Consolidated Edison","04/24/2018","$613.00","Natural Gas",,"1,026","1","Electric Reduction","Single Family","Building Shell","510.00","2.00","$113.00"," Queens NY 11429 (40.709695, -73.73622)"
"06/30/2023","353427","Monroe","Rochester","14609","Rochester Gas & Electric","Rochester Gas & Electric","08/13/2018","$4,858.00","Natural Gas",,"1,976","1","Home Performance","Single Family","Building Shell","368.00","58.00","$618.00"," Rochester NY 14609 (43.165865, -77.56504)"
"06/30/2023","374617","Onondaga","Syracuse","13211","National Grid","National Grid","12/17/2018","$4,973.00","Natural Gas","1931","1,200","1","Home Performance","Single Family","Building Shell","400.00","28.00","$309.00"," Syracuse NY 13211 (43.098975, -76.14528)"
"06/30/2023","385221","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","01/28/2019","$1,603.00","Natural Gas",,"1,392","1","Home Performance","Single Family","Building Shell","510.00","7.00","$139.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","341169","Niagara","Sanborn","14132","National Fuel Gas Distribution","National Grid","08/17/2018","$4,230.00","Natural Gas",,"2,472","1","Home Performance","Single Family","Building Shell","494.00","20.00","$258.00"," Sanborn NY 14132 (43.140465, -78.885555)"
"06/30/2023","372505","Oneida","Prospect","13435",,"National Grid","12/26/2018","$2,314.00","Oil",,"1,238","1","Home Performance","Single Family","Building Shell","510.00","5.00","$166.00"," Prospect NY 13435 (43.303326552, -75.153067835)"
"06/30/2023","382924","Chautauqua","Jamestown","14701","National Fuel Gas Distribution","Municipal","12/17/2018","$5,649.00","Natural Gas","1956","Report SF less than 800","1","Home Performance","Single Family","Building Shell","0.00","44.00","$425.00"," Jamestown NY 14701 (42.099115, -79.238355)"
"06/30/2023","354434","Queens","Queens","11412","National Grid","Consolidated Edison","06/28/2018","$580.00","Natural Gas",,"1,229","1","Electric Reduction","Single Family","Building Shell","510.00","2.00","$113.00"," Queens NY 11412 (40.692835, -73.75811)"
"06/30/2023","330815","Sullivan","Grahamsville","12740","Orange & Rockland","Central Hudson Gas & Electric","03/02/2018","$5,317.00","Oil",,"940","1","Home Performance","Single Family","Building Shell","510.00","28.00","$555.00"," Grahamsville NY 12740 (41.8432364, -74.5438111)"
"06/30/2023","352869","Queens","Queens","11412","Consolidated Edison","Consolidated Edison","06/14/2018","$6,995.00","Natural Gas","1928","1,316","1","Home Performance","Single Family","Building Shell","510.00","51.00","$785.00"," Queens NY 11412 (40.692835, -73.75811)"
"06/30/2023","372396","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","10/21/2018","$3,208.00","Natural Gas","1946","1,326","1","Home Performance","Single Family","Building Shell","0.00","35.00","$333.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","D040486089","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","01/02/2018","$1,795.00","Natural Gas","1924","1,669","1","Home Performance","Single Family","Building Shell","426.00","3.00","$80.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","375154","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","04/04/2019","$5,018.00","Natural Gas","1953","1,368","1","Home Performance","Single Family","Heating and Cooling","494.00","43.00","$481.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","335463","Onondaga","Syracuse","13205","National Grid","National Grid","01/26/2018","$4,054.00","Natural Gas","1942","Report SF less than 800","1","Home Performance","Single Family","Building Shell","510.00","40.00","$432.00"," Syracuse NY 13205 (43.0257179, -76.1480025)"
"06/30/2023","404361","Oswego","West Monroe","13167","National Grid","National Grid","05/08/2019","$7,677.00","Natural Gas","1972","1,000","1","Home Performance","Mobile","Building Shell","0.00","53.00","$438.00"," West Monroe NY 13167 (43.2891154, -76.1118159)"
"06/30/2023","343066","Monroe","Rochester","14611","Rochester Gas & Electric","Rochester Gas & Electric","09/27/2018","$3,892.00","Natural Gas","1941","1,501","1","Home Performance","Single Family","Building Shell","510.00","12.00","$173.00"," Rochester NY 14611 (43.15242, -77.6379)"
"06/30/2023","323610","Jefferson","Adams","13605",,"National Grid","07/23/2018","$6,911.00","Natural Gas",,"1,868","1","Home Performance","Single Family","Building Shell","510.00","66.00","$1,392.00"," Adams NY 13605 (43.808985, -76.024125)"
"06/30/2023","399451","Onondaga","Syracuse","13206","National Grid","National Grid","07/08/2019","$8,265.00","Natural Gas",,"1,894","1","Home Performance","Single Family","Building Shell","510.00","82.00","$727.00"," Syracuse NY 13206 (43.073475, -76.11265)"
"06/30/2023","376650","Ulster","Ellenville","12428",,"Central Hudson Gas & Electric","02/11/2019","$6,902.00","Oil",,"1,080","1","Home Performance","Single Family","Building Shell","510.00","30.00","$639.00"," Ellenville NY 12428 (41.713815, -74.392775)"
"06/30/2023","378273","Lewis","Croghan","13327","Saint Lawrence Gas","National Grid","02/15/2019","$4,534.00","Natural Gas","1913","2,526","1","Home Performance","Single Family","Building Shell","0.00","25.00","$229.00"," Croghan NY 13327 (43.89345, -75.3877596)"
"06/30/2023","356338","Monroe","Rochester","14611","Rochester Gas & Electric","Rochester Gas & Electric","06/08/2018","$4,121.00","Natural Gas","1921","945","1","Home Performance","Single Family","Building Shell","510.00","27.00","$323.00"," Rochester NY 14611 (43.15242, -77.6379)"
"06/30/2023","417748","Oneida","Utica","13502","National Grid","National Grid","08/20/2019","$6,696.00","Natural Gas","1986","980","1","Home Performance","Mobile","Building Shell","301.00","38.00","$343.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","330226","Kings","Brooklyn","11207",,"Consolidated Edison","02/27/2018","$2,003.00","Oil",,"2,200","1","Home Performance","Single Family","Building Shell","961.00","3.00","$327.00"," Brooklyn NY 11207 (40.65926, -73.88949)"
"06/30/2023","352479","Albany","Selkirk","12158",,"National Grid","08/02/2018","$6,386.00","Propane","2001","980","1","Home Performance","Mobile","Building Shell","576.00","32.00","$783.00"," Selkirk NY 12158 (42.5347655, -73.804098)"
"06/30/2023","319603","Steuben","Hornell","14843","National Fuel Gas Distribution","Municipal","09/20/2018","$7,716.00","Natural Gas",,"2,316","1","Home Performance","Single Family","Building Shell","1,197.00","82.00","$904.00"," Hornell NY 14843 (42.32444, -77.65898)"
"06/30/2023","348707","Monroe","Rochester","14613","Rochester Gas & Electric","Rochester Gas & Electric","08/24/2018","$3,217.00","Natural Gas",,"2,192","1","Home Performance","Single Family","Building Shell","0.00","20.00","$195.00"," Rochester NY 14613 (43.179715, -77.63689)"
"06/30/2023","390991","Oneida","Utica","13502","National Grid","National Grid","03/04/2019","$1,845.00","Natural Gas",,"1,175","1","Home Performance","Single Family","Building Shell","0.00","5.00","$42.00"," Utica NY 13502 (43.1010822, -75.2472726)"
"06/30/2023","372723","Nassau","Freeport","11520",,"Municipal","04/04/2019","$7,710.00","Oil","1930","1,800","1","Home Performance","Single Family","Building Shell","313.00","34.00","$753.00"," Freeport NY 11520 (40.6564179, -73.5841658)"
"06/30/2023","401658","Livingston","Dansville","14437",,"New York State Electric & Gas","05/23/2019","$4,788.00","Propane",,"1,032","1","Home Performance","Mobile","Building Shell","510.00","34.00","$933.00"," Dansville NY 14437 (42.5600857, -77.697303)"
"06/30/2023","377395","Bronx","Bronx","10472","National Grid","Consolidated Edison","10/22/2018","$499.00","Natural Gas",,"1,131","1","Electric Reduction","Single Family","Building Shell","494.00","2.00","$115.00"," Bronx NY 10472 (40.830565, -73.872895)"
"06/30/2023","390645","Tompkins","Groton","13073","New York State Electric & Gas","New York State Electric & Gas","05/21/2019","$1,180.00","Natural Gas","1932","1,170","1","Home Performance","Single Family","Building Shell","0.00","7.00","$65.00"," Groton NY 13073 (42.5892032, -76.3690039)"
"06/30/2023","367243","Oneida","Boonville","13309",,"Municipal","11/02/2018","$7,633.00","Oil","1921","1,786","1","Home Performance","Single Family","Building Shell","0.00","107.00","$2,818.00"," Boonville NY 13309 (43.48398, -75.335415)"
"06/30/2023","379254","Queens","Queens","11377","National Grid","Consolidated Edison","02/13/2019","$5,962.00","Natural Gas",,"1,260","1","Home Performance","Single Family","Building Shell","510.00","62.00","$925.00"," Queens NY 11377 (40.747185, -73.903685)"
"06/30/2023","399245","Erie","Buffalo","14207","National Fuel Gas Distribution","National Grid","05/03/2019","$3,824.00","Natural Gas","1921","1,822","1","Home Performance","Single Family","Building Shell","0.00","42.00","$307.00"," Buffalo NY 14207 (42.945525, -78.887125)"
"06/30/2023","385743","Queens","Queens","11428","National Grid","Consolidated Edison","02/15/2019","$924.00","Natural Gas","1951","1,800","1","Home Performance","Single Family","Building Shell","510.00","1.00","$109.00"," Queens NY 11428 (40.72351, -73.73798)"
"06/30/2023","360433","Oneida","Rome","13440","National Grid","National Grid","09/27/2018","$3,114.00","Natural Gas","1961","1,360","1","Home Performance","Single Family","Building Shell","510.00","15.00","$206.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","365224","Oneida","Vernon Center","13477",,"National Grid","08/16/2018","$6,223.00","Oil","1985","868","1","Home Performance","Mobile","Building Shell","510.00","23.00","$532.00"," Vernon Center NY 13477 (43.0519908, -75.4951511)"
"06/30/2023","394190","Seneca","Waterloo","13165","New York State Electric & Gas","New York State Electric & Gas","04/16/2019","$3,181.00","Natural Gas",,"1,272","1","Home Performance","Single Family","Building Shell","510.00","31.00","$375.00"," Waterloo NY 13165 (42.9013852, -76.8627782)"
"06/30/2023","406511","New York","New York","10040","National Grid","Consolidated Edison","06/06/2019","$445.00","Natural Gas",,"1,082","1","Electric Reduction","Single Family","Building Shell","393.00","1.00","$100.00"," New York NY 10040 (40.8585857, -73.9297079)"
"06/30/2023","326993","Steuben","Corning","14830",,"New York State Electric & Gas","03/23/2018","$7,360.00","Oil","1964","2,949","1","Home Performance","Single Family","Building Shell","1,485.00","59.00","$1,348.00"," Corning NY 14830 (42.15494, -77.065815)"
"06/30/2023","366337","Warren","Warrensburg","12885",,"National Grid","12/14/2018","$3,834.00","Oil","1931","1,828","1","Home Performance","Single Family","Building Shell","610.00","33.00","$825.00"," Warrensburg NY 12885 (43.4946535, -73.7783624)"
"06/30/2023","362560","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","07/30/2018","$2,131.00","Natural Gas","1923","1,560","1","Home Performance","Single Family","Building Shell","410.00","17.00","$211.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","349261","Kings","Brooklyn","11236","National Grid","Consolidated Edison","06/18/2018","$5,368.00","Natural Gas","1968","3,432","1","Home Performance","Single Family","Building Shell","510.00","29.00","$489.00"," Brooklyn NY 11236 (40.644345, -73.905535)"
"06/30/2023","393937","Onondaga","Syracuse","13203","National Grid","National Grid","03/07/2019","$1,329.00","Natural Gas","1917","2,304","1","Home Performance","Single Family","Building Shell","510.00","5.00","$118.00"," Syracuse NY 13203 (43.056515, -76.14007)"
"06/30/2023","406412","Livingston","Conesus","14435",,"New York State Electric & Gas","05/15/2019","$5,470.00","Propane",,"936","1","Home Performance","Mobile","Building Shell","510.00","23.00","$576.00"," Conesus NY 14435 (42.7218494, -77.6728114)"
"06/30/2023","365542","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","10/11/2018","$1,106.00","Natural Gas","2012","1,250","1","Home Performance","Single Family","Building Shell","510.00","8.00","$132.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","381609","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","02/18/2019","$4,674.00","Natural Gas","1941","1,614","1","Home Performance","Single Family","Building Shell","510.00","22.00","$273.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","D040491930","Chemung","Elmira","14901","New York State Electric & Gas","New York State Electric & Gas","09/20/2018","$5,657.00","Natural Gas","1959","1,456","1","Home Performance","Single Family","Building Shell","510.00","40.00","$474.00"," Elmira NY 14901 (42.09461, -76.804665)"
